date,lang,grouping_eng,e_interest_eng,e_p1_eng,e_p2_eng,e_p3_eng,e_p4_eng,e_p5_eng,e_g1_eng,e_g2_eng,e_g3_eng,e_g4_eng,e_g5_eng,e_g6_eng,c_interest_eng,c_p1_eng,c_p2_eng,c_p3_eng,c_p4_eng,c_p5_eng,c_g1_eng,c_g2_eng,c_g3_eng,c_g4_eng,c_g5_eng,c_g6_eng,c_invest_eng,ec_neighb_eng,ec_loc_eng,ec_gender_eng,ec_age_eng,ec_edu_eng,grouping_nl,e_interest_nl,e_p1_nl,e_p2_nl,e_p3_nl,e_p4_nl,e_p5_nl,e_g1_nl,e_g2_nl,e_g3_nl,e_g4_nl,e_g5_nl,e_g6_nl,c_interest_nl,c_p1_nl,c_p2_nl,c_p3_nl,c_p4_nl,c_p5_nl,c_g1_nl,c_g2_nl,c_g3_nl,c_g4_nl,c_g5_nl,c_g6_nl,c_invest_nl,ec_neighb_nl,ec_loc_nl,ec_gender_nl,ec_age_nl,ec_edu_nl,grouping_fr,e_interest_fr,e_p1_fr,e_p2_fr,e_p3_fr,e_p4_fr,e_p5_fr,e_g1_fr,e_g2_fr,e_g3_fr,e_g4_fr,e_g5_fr,e_g6_fr,c_interest_fr,c_p1_fr,c_p2_fr,c_p3_fr,c_p4_fr,c_p5_fr,c_g1_fr,c_g2_fr,c_g3_fr,c_g4_fr,c_g5_fr,c_g6_fr,c_invest_fr,ec_neighb_fr,ec_loc_fr,ec_gender_fr,ec_age_fr,ec_edu_fr
"2018/05/11 3:27:42 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","Tout à fait d'accord","Pas d'accord","D'accord","Pas du tout d'accord","D'accord","Pas d'accord","Pas d'accord","Sans opinion","D'accord","Sans opinion","Sans opinion","","","","","","","","","","","","","","Tout à fait d'accord","Bruxelles-Capitale","Une femme","65-74 ans.","Master"
"2018/05/11 4:32:44 PM GMT+2","English","Active member of a local citizen's initiative, social project or social organization.","I could be interested to join a civic crowdfunding platform.","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","","","","","","","","","","","","","","Disagree","Brussels","Female","25-34 years old.","Bachelor’s degree.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/11 8:12:50 PM GMT+2","Nederlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Een actief lid van een lokaal burgerinitiatief, van een sociaal project of een sociale organisatie.","Ik zou geinteresseerd kunnen zijn in het toetreden van een ‘civic crowdfunding’ platform.","Akkoord","Akkoord","Akkoord","Niet akkoord","Akkoord","Niet akkoord","Akkoord","Niet akkoord","Akkoord","Niet akkoord","Niet akkoord","","","","","","","","","","","","","","helemaal akkoord","Brussel","een man","45-54jaar","Master","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/12 7:34:56 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Pas d'accord","Sans opinion","Pas d'accord","Pas d'accord","D'accord","Sans opinion","Pas d'accord","Sans opinion","D'accord","D'accord","D'accord","0€","Pas d'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Master"
"2018/05/12 8:11:45 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","Pas d'accord","D'accord","Pas d'accord","Sans opinion","D'accord","Pas d'accord","Pas d'accord","D'accord","Tout à fait d'accord","Tout à fait d'accord","D'accord","1 - 99€ /an","D'accord","Wallonie","Une femme","18-24 ans.","Bachelier"
"2018/05/12 2:13:06 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","Sans opinion","Pas d'accord","Pas du tout d'accord","D'accord","Tout à fait d'accord","Sans opinion","D'accord","Pas d'accord","D'accord","Sans opinion","Sans opinion","1 - 99€ /an","D'accord","Wallonie","Un homme","25-34 ans.","Master"
"2018/05/12 6:09:48 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je ne suis pas intéressé.e par les initiatives citoyennes","Sans opinion","Sans opinion","Pas d'accord","Pas d'accord","Sans opinion","Pas d'accord","Pas d'accord","Pas d'accord","D'accord","Sans opinion","Sans opinion","0€","Pas d'accord","Bruxelles-Capitale","Un homme","55-64 ans.","Master"
"2018/05/13 2:14:27 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Sans opinion","D'accord","Pas d'accord","Pas d'accord","D'accord","Sans opinion","Pas d'accord","Pas d'accord","Sans opinion","Sans opinion","Sans opinion","1 - 99€ /an","Tout à fait d'accord","Wallonie","Une femme","25-34 ans.","Master"
"2018/05/13 4:56:20 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Pas d'accord","Sans opinion","Pas du tout d'accord","D'accord","D'accord","Pas du tout d'accord","Pas du tout d'accord","Pas du tout d'accord","D'accord","Tout à fait d'accord","D'accord","0€","Sans opinion","Bruxelles-Capitale","Une femme","25-34 ans.","Master"
"2018/05/13 8:04:14 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je suis prêt.e à rejoindre une plateforme de crowdfunding citoyen.","D'accord","D'accord","Tout à fait d'accord","Pas du tout d'accord","Tout à fait d'accord","Sans opinion","D'accord","Pas du tout d'accord","Tout à fait d'accord","Pas d'accord","Tout à fait d'accord","","","","","","","","","","","","","","Tout à fait d'accord","Wallonie","Un homme","25-34 ans.","Master"
"2018/05/14 8:02:36 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à financer une initiative citoyenne","D'accord","D'accord","Pas du tout d'accord","D'accord","D'accord","Sans opinion","Sans opinion","Pas du tout d'accord","Tout à fait d'accord","Sans opinion","Sans opinion","0€","Pas d'accord","Flandre","Un homme","55-64 ans.","Master"
"2018/05/14 8:13:47 AM GMT+2","Nederlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Een burger die geen deel uitmaakt van een lokaal burgerinitiatief, een sociaal project of een sociale organisatie.","","","","","","","","","","","","","Ik ben klaar om vrijwilig mee te draaien in een burgerinitiatief","Helemaal niet akkoord","niet akkoord","akkoord","helemaal akkoord","geen mening","Helemaal niet akkoord","helemaal akkoord","helemaal akkoord","akkoord","geen mening","geen mening","0€","Helemaal niet akkoord","Vlanderen","een man","45-54jaar","Master","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/14 8:36:18 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Pas d'accord","D'accord","D'accord","Sans opinion","Tout à fait d'accord","Pas d'accord","Pas du tout d'accord","Pas d'accord","Tout à fait d'accord","Sans opinion","Sans opinion","0€","D'accord","Bruxelles-Capitale","Une femme","35-44 ans.","Master"
"2018/05/14 8:55:47 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à financer une initiative citoyenne","D'accord","Tout à fait d'accord","Pas du tout d'accord","D'accord","D'accord","Pas d'accord","Pas du tout d'accord","D'accord","D'accord","Pas d'accord","D'accord","1 - 99€ /an","D'accord","Bruxelles-Capitale","Un homme","35-44 ans.","Post universirtaire"
"2018/05/14 9:01:09 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je ne suis pas intéressé.e par les initiatives citoyennes","D'accord","D'accord","Pas d'accord","Tout à fait d'accord","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","D'accord","Sans opinion","D'accord","0€","Pas d'accord","Flandre","Un homme","45-54 ans.","Bachelier"
"2018/05/14 9:01:30 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","Pas d'accord","D'accord","Pas du tout d'accord","D'accord","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","D'accord","D'accord","Sans opinion","1 - 99€ /an","D'accord","Wallonie","Une femme","45-54 ans.","Master"
"2018/05/14 9:10:57 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","D'accord","Pas d'accord","Pas d'accord","Sans opinion","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","D'accord","Sans opinion","Sans opinion","0€","Pas d'accord","Bruxelles-Capitale","Une femme","18-24 ans.","Master"
"2018/05/14 9:14:34 AM GMT+2","Nederlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Een burger die geen deel uitmaakt van een lokaal burgerinitiatief, een sociaal project of een sociale organisatie.","","","","","","","","","","","","","Ik zou eventueel geinteresseerd zijn om een vrijwillige bijdrage te leveren aan een burgerinitiatief","akkoord","niet akkoord","akkoord","akkoord","niet akkoord","niet akkoord","akkoord","niet akkoord","helemaal akkoord","helemaal akkoord","geen mening","0€","akkoord","Vlanderen","een vrow","45-54jaar","Bachelor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/14 10:23:18 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","Tout à fait d'accord","D'accord","D'accord","Sans opinion","Tout à fait d'accord","Pas du tout d'accord","D'accord","Pas d'accord","Tout à fait d'accord","D'accord","Sans opinion","","","","","","","","","","","","","","D'accord","Flandre","Un homme","55-64 ans.","Master"
"2018/05/14 11:55:38 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","Pas d'accord","D'accord","Pas d'accord","D'accord","D'accord","Pas du tout d'accord","Pas d'accord","Pas d'accord","Tout à fait d'accord","Pas d'accord","Pas d'accord","0€","D'accord","Bruxelles-Capitale","Une femme","45-54 ans.","Master"
"2018/05/14 12:42:02 PM GMT+2","Nederlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Een burger die occasioneel bijdraagt als vrijliger van een lokaal burgerinitiatief, een sociaal project of een sociale organisatie.","","","","","","","","","","","","","Ik ben klaar om vrijwilig mee te draaien in een burgerinitiatief","niet akkoord","niet akkoord","niet akkoord","niet akkoord","akkoord","niet akkoord","niet akkoord","geen mening","niet akkoord","niet akkoord","niet akkoord","0€","geen mening","Vlanderen","een vrow","25-34jaar","Master","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/14 1:23:15 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Sans opinion","D'accord","D'accord","D'accord","D'accord","Pas d'accord","Pas d'accord","D'accord","D'accord","D'accord","Sans opinion","1 - 99€ /an","D'accord","Wallonie","Un homme","25-34 ans.","Master"
"2018/05/14 2:52:48 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","Sans opinion","Sans opinion","Pas d'accord","Sans opinion","Sans opinion","Pas du tout d'accord","Pas d'accord","Pas d'accord","D'accord","Sans opinion","Sans opinion","0€","Sans opinion","Wallonie","Un homme","25-34 ans.","Master"
"2018/05/14 4:56:38 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","D'accord","D'accord","D'accord","Pas du tout d'accord","D'accord","D'accord","D'accord","Pas du tout d'accord","D'accord","D'accord","Pas d'accord","","","","","","","","","","","","","","D'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Master"
"2018/05/14 10:08:17 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","D'accord","Sans opinion","Sans opinion","Pas d'accord","D'accord","Sans opinion","D'accord","D'accord","D'accord","Sans opinion","Sans opinion","0€","Pas d'accord","Bruxelles-Capitale","Un homme","45-54 ans.","Master"
"2018/05/14 11:13:22 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","Tout à fait d'accord","Pas d'accord","Tout à fait d'accord","Pas d'accord","Sans opinion","Pas d'accord","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","Pas d'accord","","","","","","","","","","","","","","D'accord","Bruxelles-Capitale","Un homme","25-34 ans.","Master"
"2018/05/14 11:30:14 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","D'accord","D'accord","Sans opinion","Pas d'accord","D'accord","Sans opinion","D'accord","Pas d'accord","D'accord","D'accord","Sans opinion","","","","","","","","","","","","","","Tout à fait d'accord","Bruxelles-Capitale","Un homme","35-44 ans.","Master"
"2018/05/14 11:36:16 PM GMT+2","Nederlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Een burger die geen deel uitmaakt van een lokaal burgerinitiatief, een sociaal project of een sociale organisatie.","","","","","","","","","","","","","Ik ben klaar om vrijwilig mee te draaien in een burgerinitiatief","akkoord","akkoord","akkoord","geen mening","Helemaal niet akkoord","niet akkoord","akkoord","akkoord","akkoord","akkoord","akkoord","1 - 99€ /jaar","akkoord","Brussel","een vrow","25-34jaar","Master","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/15 7:19:32 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Pas d'accord","Sans opinion","Sans opinion","D'accord","D'accord","Pas du tout d'accord","D'accord","Pas d'accord","Pas d'accord","D'accord","Sans opinion","0€","Pas d'accord","Bruxelles-Capitale","Un homme","25-34 ans.","Master"
"2018/05/15 12:23:32 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","Sans opinion","Pas d'accord","D'accord","Pas d'accord","Sans opinion","Pas d'accord","D'accord","Pas d'accord","D'accord","Sans opinion","Pas d'accord","","","","","","","","","","","","","","D'accord","Wallonie","Un homme","35-44 ans.","Master"
"2018/05/15 3:06:35 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","Tout à fait d'accord","Pas d'accord","D'accord","Pas du tout d'accord","D'accord","Pas du tout d'accord","Pas d'accord","Pas d'accord","D'accord","Pas d'accord","Pas d'accord","1 - 99€ /an","D'accord","Bruxelles-Capitale","Un homme","45-54 ans.","Master"
"2018/05/16 9:00:49 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","D'accord","D'accord","Sans opinion","Pas d'accord","Tout à fait d'accord","Pas du tout d'accord","Pas d'accord","Pas d'accord","Pas d'accord","Pas d'accord","Pas d'accord","","","","","","","","","","","","","","Pas d'accord","Bruxelles-Capitale","Une femme","45-54 ans.","Master"
"2018/05/16 12:42:37 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à financer une initiative citoyenne","D'accord","D'accord","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","Sans opinion","Pas du tout d'accord","Sans opinion","Sans opinion","Sans opinion","100 - 199€ /an","D'accord","Wallonie","Une femme","25-34 ans.","Master"
"2018/05/17 8:54:09 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","Tout à fait d'accord","D'accord","Tout à fait d'accord","Pas d'accord","Sans opinion","Pas du tout d'accord","Pas du tout d'accord","Sans opinion","D'accord","Sans opinion","D'accord","","","","","","","","","","","","","","D'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Master"
"2018/05/17 3:30:41 PM GMT+2","Nederlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Een burger die occasioneel bijdraagt als vrijliger van een lokaal burgerinitiatief, een sociaal project of een sociale organisatie.","","","","","","","","","","","","","Ik zou eventueel geinteresseerd zijn om een vrijwillige bijdrage te leveren aan een burgerinitiatief","akkoord","akkoord","niet akkoord","niet akkoord","akkoord","niet akkoord","akkoord","akkoord","akkoord","akkoord","niet akkoord","1 - 99€ /jaar","akkoord","Vlanderen","een man","25-34jaar","Master","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/17 3:55:58 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à financer une initiative citoyenne","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","Pas d'accord","Pas d'accord","Pas d'accord","D'accord","Sans opinion","Sans opinion","Pas d'accord","0€","D'accord","Bruxelles-Capitale","Un homme","25-34 ans.","Bachelier"
"2018/05/17 4:09:56 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","Pas d'accord","D'accord","Pas d'accord","Sans opinion","D'accord","Pas du tout d'accord","Sans opinion","Sans opinion","D'accord","Sans opinion","Sans opinion","1 - 99€ /an","Sans opinion","Bruxelles-Capitale","Une femme","25-34 ans.","Master"
"2018/05/17 4:10:31 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","D'accord","Pas d'accord","Sans opinion","Pas d'accord","D'accord","Pas d'accord","Sans opinion","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","","","","","","","","","","","","","","D'accord","Bruxelles-Capitale","Une femme","18-24 ans.","Master"
"2018/05/17 4:20:20 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Sans opinion","Pas d'accord","D'accord","Pas d'accord","D'accord","Pas d'accord","Pas d'accord","D'accord","D'accord","D'accord","Sans opinion","0€","Sans opinion","Wallonie","Une femme","25-34 ans.","Master"
"2018/05/17 4:23:52 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","Sans opinion","D'accord","Pas d'accord","D'accord","Sans opinion","Sans opinion","Pas d'accord","Pas d'accord","D'accord","Sans opinion","Sans opinion","0€","D'accord","Flandre","Une femme","25-34 ans.","Master"
"2018/05/17 4:29:37 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","D'accord","Tout à fait d'accord","Pas d'accord","Sans opinion","D'accord","Pas d'accord","Pas du tout d'accord","Pas du tout d'accord","Tout à fait d'accord","D'accord","D'accord","0€","Tout à fait d'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Master"
"2018/05/17 4:33:20 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","D'accord","Pas d'accord","Pas du tout d'accord","D'accord","Sans opinion","Sans opinion","Pas d'accord","Pas d'accord","D'accord","Sans opinion","Sans opinion","0€","D'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Master"
"2018/05/17 4:34:28 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Pas d'accord","D'accord","Pas d'accord","D'accord","Tout à fait d'accord","Pas du tout d'accord","Pas du tout d'accord","D'accord","D'accord","Pas d'accord","Pas d'accord","0€","D'accord","Flandre","Un homme","25-34 ans.","Master"
"2018/05/17 4:34:36 PM GMT+2","English","Citizen with casual volonteering for a local citizen's initiative, social project or social organization.","","","","","","","","","","","","","I could be interested to fund a citizen's initiative.","Neither agree nor disagree","Strongly agree","Agree","Agree","Strongly agree","Neither agree nor disagree","Agree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","1 - 99€ /year","Agree","Brussels","Female","18-24 years old.","High-School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/17 4:36:03 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","Sans opinion","D'accord","Pas d'accord","D'accord","D'accord","Sans opinion","Sans opinion","Sans opinion","D'accord","D'accord","Sans opinion","1 - 99€ /an","Sans opinion","Bruxelles-Capitale","Une femme","35-44 ans.","Master"
